p_id,review,review_en
f89,사장님이 너무 친근하시고 친절 하셔서 너무 좋았구요 직원들도 잘 웃어주셔서 분위기가 되게 편안해요! 방도 룸 으로도 이용 가능해서 친구들끼리 편하게 즐기기 좋아요 추천추천!!!. 카드게임하기에 넘 편한 테이블인것 같습니다...조용한 공간과 친절한 방송PD 출신 사장님의 서비스 마인드가 게임하는사람들에게 편안함을 주시는거 같아용!!!. 깔끔한 테이블과 맛있는 간식들 게임하는데 넘즐거웠습니다..단골추가!!!! ,"I was so happy that the boss was so friendly and kind, and the staff laughed so well that the atmosphere was very comfortable! The room is also available as a room, so it's good for friends to enjoy comfortably. Recommendation!!! I think this table is very comfortable for playing cards...I think the quiet space and the kind service mind of the PD gives comfort to the game players!!! I enjoyed playing games with neat tables and delicious snacks.The regular customer!!!!!"
b253,멋진 곳이죠~,It's a great place.
e412,사장님도 친절하시고 the house랑 psycho 재미있게 했습니다 가격도 베스트 입니다!. 별 1점도 아까움... 스토리(더프리즌)도 개연성 떨어지고 힌트주는 직원(아저씨)도 너무 불친절;; 귀찮고 답답하다는 듯이 대답해주고 어디가서 서비스 교육좀 받고 오셨으면..... 최악 스토리 문제 모두 엉터리에 서비스도 최악 . 직원 불친절 기분 나쁨 한 방에 자물쇠 6개임.... 사장님 너무너무 친절해서 5점 드렸어요 ㅎㅎ 위치가 건대보다는 어린이대공원으로 봐야할것같으나 가격이 다른 가게보다 훨씬 저렴하네용 다른데보다 레벨은 좀더 높다네용,"The boss was kind and had fun with the house and Psycho. The price is also the best! It's a waste of a star. If the story (The Prison) is too unlikely and the staff (the old man) is too unfriendly; if you answer it like it's annoying and stuffy and go get some service training... All the worst story problems are rubbish and the service is terrible. Employees are unkind and upset, and there are six locks in one room. I gave you five points because you were so kind. I think the location should be seen as Children's Grand Park rather than Konkuk University, but the price is much lower than other stores. The level is higher than other places.Neyong"
b21,최고예요. 최고예요. 좋아요. 조용히 마실 다녀올 수 있는 곳. 홍대입구쪽은 ㅎㅎㅎ 야외 맥주집에 가깝지만 포기하지 마시고 쭈욱 가좌역까지 걸어보세요 훨씬 더 좋아요 더 가야하나? 정말 더가야하나? 할 때 까지 가보세요. 최고예요. 좋아요. 京義線林道公園！ 今天去逛了一大圈！ 真的是超級美的啊！ 只是銀杏果實真的很臭！ 像狗屎味😱😱😱 而且還遇到一大群人拍片！ 只是我沒認真去看主角是誰就走了！  #京義線林道公園 #경의선숲길공원 #黃芝麻愛吃喝玩樂  #황참깨재미있는생활. 센트럴파크하고 비슷해서 연트럴파크 맞나요/? 실제 이미지를 보니 센트럴파크와 비교하기도 민망할정도로 규모도 작고 나무도 듬성듬성 있고.. 센트럴파크를 아는 외국인이 볼까 창피하네요,"It's the best. It's the best. Okay, where you can go for a quiet drink. The entrance to Hongdae is close to an outdoor beer house, but don't give up and walk to Gajwa Station. Much better. Should we go any further? Do we really have to go further? Go until you do. It's the best. Good. 京義義!園園! 美美!! 美美! 只是銀杏果實真的很臭! 像狗屎味😱😱😱!!!  #!! 主主主! 主主!! #義義 # #Gyeongui Line Forest Road # ##愛愛#Hwangchamjamjamjaengi. Is it Yeontral Park because it is similar to Central Park? The actual image shows that it's embarrassing to compare to Central Park, and the size of the tree is small and the trees are dully. I'm embarrassed to see a foreigner who knows Central Park."
c711,서울대입구역 6번출구  30m 코업레지던스 옆건물  3층입니다 . 만화볼것  많아요,It is on the 3rd floor of the building next to the 30m Cowup Residence at Exit 6 of Seoul National University Station. There's a lot to see.
f263,아늑하고 붐비는 클럽거리에 조용한 술집은 여기. 좋아요,"Here's a quiet bar on a cozy, crowded club street. Okay."
f45,다양한 종류의 게임이 있어서 좋았어요!! :),It was good to have various kinds of games!! :)
c147,조아요. 아늑하고 깨끗하고... 사장님이 관리를 정말 잘 하시는 곳 입니다. ,"Good night. It's cozy, clean and... It's a place where the boss is really good at managing."
g1314,좋은데.. 화장실에서 진짜 개썩은내가 남.... 화장실냄새말고는 다 좋음......,
c178,ㅗㅠㅎㅌ. ㅠ    ㅎ. 조용하고 분위기 좋아요.  개인적으로 너무 크지 않아 더 좋네요.  만화 읽기 딱~~^^. 사장님도 친절하시고  청결 상태도 좋고 커피도 맛있네요^^,"It's quiet and the atmosphere is nice.  Personally, it's better because it's not too big.  Read the cartoon~~^^. The boss is kind, clean, and the coffee is delicious.^^"
g141,사장님의 차별화된 경영철학이 돋보이는 가게 손님 가려받는 코인노래방,A coin singing room where customers of a store with a distinctive management philosophy of the president are screened.
f1712,"90년대말, 2000년대 초반 홍대 스타일. 추억에 잠긴다~. 개존잼 노래도 90년대스타일이라 힙지로를 완.벽 재현함 글고 칵테일도 잘타심 ; 군필인 사람 데리고가면 예비군의밤(예거밤) 시킴ㅌㅌㅌㅋㅋㅋ술 잘드시는분은 술끼리 메뉴 추천 ㄹㅇ 코끼리에 술담아주심. 페퍼로니 피자 맛집 금토에 진행하는 디제잉이 너무 좋다.. 분위기는 좋으나 맛은 없고 두 번 갈 정도는 아님 . 극한의 세기말적 컨셉. 밈 저장소같은 느낌.. 둘러보는 재미가 있다. 굿밤카츄가 인상적이었다. 술집보다는 카페느낌. 저만 알고싶어서 별 한 개 주려다가. 최고예요","Hongdae style in the late 1990s and early 2000s. It's so nostalgic. Since it's a 90s style song, I'm good at recreating hip-hop songs and drinking cocktails. If you take someone who has a pen in the army, you'll order a reserve army night. LOL. If you drink well, you'll have to drink with an elephant. I love DJing, which is hosted on Friday and Saturday at pepperoni pizza restaurants. The atmosphere is good, but it is tasteless and not twice. an extreme end-of-century concept It's like a meme It's fun to look around. Good night katsu was impressive. a cafe feel rather than a bar I was going to give you a star because I wanted to know. It's the best."
b291,노숙자와 비둘기의 공간,space for the homeless and pigeons
f73,조금 아쉬워요. 최고예요. 별로예요. 서비스가...청소년은 비추. 최고예요,I'm a little sad. It's the best. I don't like it. The service...Teenagers don't. It's the best.
b17,최고예요. 최고예요. 좋음. 딱히 볼게없음. 주차  불편한거  빼곤 최고. 좋아요. 사람많지만 분위기 좋음. 보통이에요. 좋아요. 텐트 사고 방문매우 굿. 좋아요. 사람많지만 분위기 좋음. 보통이에요. 좋아요. 텐트 사고 방문매우 굿. 좋아요. 사람많지만 분위기 좋음. 보통이에요. 좋아요. 텐트 사고 방문매우 굿,"It's the best. It's the best. Good. Nothing to see. Except for the inconvenience of parking. Great. It's crowded, but the atmosphere is good. It's normal. It's. Tent accident visit very good. Great. It's crowded, but the atmosphere is good. It's normal. It's. Tent accident visit very good. Great. It's crowded, but the atmosphere is good. It's normal. It's. Tent accident visit very good"
b28,"최고예요. 최고예요. 잠깐 쉬었다 갈수있는곳. 최고예요. 최고예요. 영노가 이렇게 맛있는 팬케이크는 처음 먹어봤다고 했다.  근데 맛있긴 함  대학로 홈스테드. ㅋㅋ 큰 은행나무가 가을엔 노랗게 물들어 맘을 설레게 하는 곳!!!. 뮤지컬 ""그날들"" 보세요~^^ 대학로뮤지컬센타. 아이들과 '좁쌀한톨'보러옴. 우리집 가는길~~~333. 뻘쭘한 사이일떼 데이트 하기 좋은 장소 같아요.",
b10,"편의점도 있서유. 최고예요. 너무 좋다. 좋아요. 최고예요. 공기 너무 좋당. 최고예요. 서울숲 좋습니다 굿. 보통이에요. 무성한 나무들이 펼쳐져서 좋아요. 좋아요. 최고예요. 좋아오오오 근데 너무뭔가 횡함. 좋아요. 최고예요. 최고예요. 서울에 이렇게 넓은 숲이 있다는거에 감사. 딱히 볼거나 구경할건 없고 나무가 많아 좋음. 좋아요. 최고예요. 따듯. 서울에 요런 곳이 있다니! 생각보다 음청 큼. 今天去首爾林看楓葉很美啊！ 還看到兩對新人在拍婚紗！ 首爾林真的很大超多家庭。情侶野餐的！ 我自己玩了兩個小時！  地鐵：盆唐線首爾林站3號出口 （會先經過貨櫃屋廣場）  #서울숲 #黃芝麻愛吃喝玩樂  #황참깨재미있는생활. 너무 좋아, 이 근처 살고싶다!  안될 것 같으니 종종 가야지 :-) 우리나라에도 이런곳이! 아이와 가기 좋음:)  모래놀이터. 사슴. 나비정원. 곤충박물관. . 도심 한가운데 있는 조용한 쉼터. 대규모의 공원 면적과 풍부한 숲 가끔 쉬러 가는데 좋습니다~  . 한적해서 좋다(평일 낮).. 서울에 요런 곳이 있다니! 생각보다 음청 큼. 今天去首爾林看楓葉很美啊！ 還看到兩對新人在拍婚紗！ 首爾林真的很大超多家庭。情侶野餐的！ 我自己玩了兩個小時！  地鐵：盆唐線首爾林站3號出口 （會先經過貨櫃屋廣場）  #서울숲 #黃芝麻愛吃喝玩樂  #황참깨재미있는생활. 너무 좋아, 이 근처 살고싶다!  안될 것 같으니 종종 가야지 :-) 우리나라에도 이런곳이! 아이와 가기 좋음:)  모래놀이터. 사슴. 나비정원. 곤충박물관. . 도심 한가운데 있는 조용한 쉼터. 대규모의 공원 면적과 풍부한 숲 가끔 쉬러 가는데 좋습니다~  . 한적해서 좋다(평일 낮).. 올림픽공원보다 그늘도 많고 한적하고 여유로워서 좋다. . 좋아요. 친구와 산책하기 좋은. 언제나 서울숲은 좋아. 좋아요. 공원을 즐긴다면 근처 갈비집 등등 맛집, 카페 같은 것을 즐긴다면 좋아요. 사람들이  무지 많네 공원이 크다. 조금 아쉬워요. 봄에 소풍가기 좋은 곳. 좋아요. 나의 핫플레이스. 최고예요. 4. nan. nan. 아이들이랑 놀기좋은 곳. 주말에 할일 없으면 가는 곳!. 넉넉한 산책 ... ^^. 사슴보고 싶다고 자주가는곳 숲도있고 넓은 잔디도 있고 흙바닥에 놀이터에 2층짜리 미끄럼틀도 있고 쉬러가기 좋다. 곤충체험 외  프로그람 예약필요. 서울의 센트럴파크란다 이곳엔 동물도 산다  꽃사슴 나비 곤충.. 말 쥐 ㅋㅋ. 올림픽공원보다 그늘도 많고 한적하고 여유로워서 좋다. . 좋아요. 친구와 산책하기 좋은. 언제나 서울숲은 좋아. 좋아요. 올림픽공원보다 그늘도 많고 한적하고 여유로워서 좋다. . 좋아요. 친구와 산책하기 좋은. 언제나 서울숲은 좋아. 좋아요. 공원을 즐긴다면 근처 갈비집 등등 맛집, 카페 같은 것을 즐긴다면 좋아요. 사람들이  무지 많네 공원이 크다. 조금 아쉬워요. 봄에 소풍가기 좋은 곳. 좋아요. 나의 핫플레이스. 최고예요. 4. nan. nan. 아이들이랑 놀기좋은 곳. 주말에 할일 없으면 가는 곳!. 넉넉한 산책 ... ^^. 사슴보고 싶다고 자주가는곳 숲도있고 넓은 잔디도 있고 흙바닥에 놀이터에 2층짜리 미끄럼틀도 있고 쉬러가기 좋다. 곤충체험 외  프로그람 예약필요. 서울의 센트럴파크란다 이곳엔 동물도 산다  꽃사슴 나비 곤충.. 말 쥐 ㅋㅋ. 올림픽공원보다 그늘도 많고 한적하고 여유로워서 좋다. . 좋아요. 친구와 산책하기 좋은. 언제나 서울숲은 좋아. 좋아요. 올림픽공원보다 그늘도 많고 한적하고 여유로워서 좋다. . 좋아요. 친구와 산책하기 좋은. 언제나 서울숲은 좋아. 좋아요. 공원을 즐긴다면 근처 갈비집 등등 맛집, 카페 같은 것을 즐긴다면 좋아요. 사람들이  무지 많네 공원이 크다. 조금 아쉬워요. 봄에 소풍가기 좋은 곳. 좋아요. 나의 핫플레이스. 최고예요. 4. nan. nan. 아이들이랑 놀기좋은 곳. 주말에 할일 없으면 가는 곳!. 넉넉한 산책 ... ^^. 사슴보고 싶다고 자주가는곳 숲도있고 넓은 잔디도 있고 흙바닥에 놀이터에 2층짜리 미끄럼틀도 있고 쉬러가기 좋다. 곤충체험 외  프로그람 예약필요. 서울의 센트럴파크란다 이곳엔 동물도 산다  꽃사슴 나비 곤충.. 말 쥐 ㅋㅋ. 올림픽공원보다 그늘도 많고 한적하고 여유로워서 좋다. . 좋아요. 친구와 산책하기 좋은. 언제나 서울숲은 좋아. 좋아요. 올림픽공원보다 그늘도 많고 한적하고 여유로워서 좋다. . 좋아요. 친구와 산책하기 좋은. 언제나 서울숲은 좋아. 좋아요. 공원을 즐긴다면 근처 갈비집 등등 맛집, 카페 같은 것을 즐긴다면 좋아요. 사람들이  무지 많네 공원이 크다. 조금 아쉬워요. 봄에 소풍가기 좋은 곳. 좋아요","There is also a convenience store. It's the best. I love it. Good. It's the best. The air is so nice. It's the best. Seoul Forest is good. Good. It's normal. It's good to see a lot of trees spread out. Good. It's the best. That's great. But it's too much. Good. It's the best. It's the best. Thank you for having such a wide forest in Seoul. I like it because there are many trees, not much to see or see. Good. It's the best. Warm. I can't believe there's a place like this in Seoul! It's louder than I thought. 今!!! !對!! 。野。。! 。野。。! 野野時時! 時時時時! 時時時: 地333 # # #Seoul Forest #愛愛 #Hwangchamjamjaengi. 생활 I love it, I want to live near here!  I don't think so, so I should go there often. Good to go with your child:) Sand playground. Deer. Butterfly garden. Insect Museum. . . A quiet shelter in the middle of the city center. Large park area and rich forest are good for taking a rest sometimes. It's nice to be quiet. I can't believe there's a place like this in Seoul! It's louder than I thought. 今!!! !對!! 。野。。! 。野。。! 野野時時! 時時時時! 時時時: 地333 # # #Seoul Forest #愛愛 #Hwangchamjamjaengi. 생활 I love it, I want to live near here!  I don't think so, so I should go there often. Good to go with your child:) Sand playground. Deer. Butterfly garden. Insect Museum. . . A quiet shelter in the middle of the city center. Large park area and rich forest are good for taking a rest sometimes. It's nice to be quiet. I like it because it has more shade and is quiet and relaxed than Olympic Park. Good. Good for a walk with a friend. Seoul Forest is always good. Okay. If you enjoy the park, you can enjoy restaurants, cafes, and other places like nearby galbi restaurants. There are so many people. The park is big. I'm a little sad. A good place to go on a picnic in spring. Okay. My hot place. It's the best. 4. Nan. Nan. A good place to play with children. If you don't have anything to do on the weekend, go there! a generous walk ... I want to see deer often. There is a forest, a wide lawn, a playground, a two-story slide, and it is good to take a rest. Reservation of program is required in addition to insect experience. Central Park in Seoul. Animals live here. Flower deer, butterflies, insects. a horse mouse I like it because it has more shade and is quiet and relaxed than Olympic Park. Good. Good for a walk with a friend. Seoul Forest is always good. Good. I like it because it has more shade and is quiet and relaxed than Olympic Park. Good. Good for a walk with a friend. Seoul Forest is always good. Okay. If you enjoy the park, you can enjoy restaurants, cafes, and other places like nearby galbi restaurants. There are so many people. The park is big. I'm a little sad. A good place to go on a picnic in spring. Okay. My hot place. It's the best. 4. Nan. Nan. A good place to play with children. If you don't have anything to do on the weekend, go there! a generous walk ... I want to see deer often. There is a forest, a wide lawn, a playground, a two-story slide, and it is good to take a rest. Reservation of program is required in addition to insect experience. Central Park in Seoul. Animals live here. Flower deer, butterflies, insects. a horse mouse I like it because it has more shade and is quiet and relaxed than Olympic Park. Good. Good for a walk with a friend. Seoul Forest is always good. Good. I like it because it has more shade and is quiet and relaxed than Olympic Park. Good. Good for a walk with a friend. Seoul Forest is always good. Okay. If you enjoy the park, you can enjoy restaurants, cafes, and other places like nearby galbi restaurants. There are so many people. The park is big. I'm a little sad. A good place to go on a picnic in spring. Okay. My hot place. It's the best. 4. Nan. Nan. A good place to play with children. If you don't have anything to do on the weekend, go there! a generous walk ... I want to see deer often. There is a forest, a wide lawn, a playground, a two-story slide, and it is good to take a rest. Reservation of program is required in addition to insect experience. Central Park in Seoul. Animals live here. Flower deer, butterflies, insects. a horse mouse I like it because it has more shade and is quiet and relaxed than Olympic Park. Good. Good for a walk with a friend. Seoul Forest is always good. Good. I like it because it has more shade and is quiet and relaxed than Olympic Park. Good. Good for a walk with a friend. Seoul Forest is always good. Okay. If you enjoy the park, you can enjoy restaurants, cafes, and other places like nearby galbi restaurants. There are so many people. The park is big. I'm a little sad. A good place to go on a picnic in spring. Okay."
