p_id,u_id,u_rate,review,review_en
f2111,AEYoo,5,왜 리뷰들이 안 좋은지 잘 모르겠네요ㅠ 그냥 길거리 가다 보여서 들어가 봤는데  입장료도 6000원으로 일반 펫카페보다 저렴하고 음료가격도 낮고 라쿤들도 다 귀여웠어요..오래 있어도 눈치 안 주시고!! 감사합니다 :) 검은고양이도 있네요ㅎㅎ,"I don't know why the reviews are not good. I just saw it on the street, but the entrance fee was 6,000 won, which is cheaper than regular pet cafes, and the drinks were lower, and the raccoon were all cute.He won't notice even if he stays here for a long time! Thank you. :) There's a black cat.Haha"
f148,AH,1,주말 오픈할때 갔는데 10시 반 오픈이라하는데 갔더니 직원도 없고  나온 직원도 상당히 불친절하셔서 저도 따라서 기분 나빠졌어요 정말 너무 퉁명스러우셔서 제가 뭐 잘못한줄..,"I went there when the weekend was open, and I heard it was open at 10:30 p.m., and when I went there, there were no employees, and the employees who left were very unkind, so I felt bad. You're so blunt. I thought I did something wrong."
f158,AH,1,주말 오픈할때 갔는데 10시 반 오픈이라하는데 갔더니 직원도 없고  나온 직원도 상당히 불친절하셔서 저도 따라서 기분 나빠졌어요 정말 너무 퉁명스러우셔서 제가 뭐 잘못한줄..,"I went there when the weekend was open, and I heard it was open at 10:30 p.m., and when I went there, there were no employees, and the employees who left were very unkind, so I felt bad. You're so blunt. I thought I did something wrong."
f174,APROJECT,5,아늑하니 책보고 수다떨기 좋아요~ 시끄러운 홍대에 이런곳이 있다니 신기했어요 : ),It's cozy so it's good to read books and chat. It was amazing that there was a place like this in Hongdae.
b93,ASTER,5,돌산에 가만히 누워있으면 부러울게 없습니다 :),There's nothing to envy if you lie still on the mountain. :)
a45,Aaron,5,"friendly staff. Clean environment. Good equipment, never had a failed pin or stuck ball.","friendly staff Good estimate, never had a failed pin or stuck ball."
c193,Adela.yunsun,5,"두번왔는데 전 두번다잘맞음, 남자친구랑 사귄지얼마안되서 왔다가 궁합잘맞는다하고 남편됨.  원장님한테 봤음요 친구랑도 그 후 몇년 뒤 또왔는데 잘맞았아요 전나쁘지않았는데 후기가생각보다 안좋아서놀램 띠용","I've been here twice. I've been there twice.It's a good fit, you've just been dating your boyfriend, and then you're married to him.  I saw it from the director. I came back with my friend a few years later. It went well with me. I wasn't bad, but I was surprised that the reviews weren't as good as I thought."
f70,Akira-Goro,5,신림동 보드스쿨 자주 갔었는데 찾던 보드게임이 없어서 여기 혹시 있을까 하고 와봤더니 진짜있었음... 심지어 그거보다 재밌는 게임도 있었고.. 사장님이 게임추천도 잘 해주심. 빡센게임 하고 쉬는동안 게임숫자 한번 세봤는데 750까지 세고 말았음 ㅋㅋㅋ,"I used to go to a board school in Sillim-dong often, but there was no board game I was looking for, so I came here to see if it was here, and it was real... There were even more interesting games than that. The boss is good at recommending games. I counted the number of games during the break after playing a hard game and counting to 750."
e106,Akong,1,정말 이런 글은 안 남기는데 안 쓸 수가 없었어요ㅠㅠ 전에 대학로에서 방탈출 게임을 하고 재밌어서 여기도 가봤다가 4만원 날렸어요. 스토리에 개연성이 전혀 없어서 '잉??'하는 의아함만 잔뜩 느끼고 나왔습니다.,"I couldn't help but leave these messages.I played a room escape game in Daehak-ro and I went there because it was fun. I lost 40,000 won. There's no probability of a story, so I'm like, ""Huh?'I came out feeling a lot of wonder."
e96,Akong,1,정말 이런 글은 안 남기는데 안 쓸 수가 없었어요ㅠㅠ 전에 대학로에서 방탈출 게임을 하고 재밌어서 여기도 가봤다가 4만원 날렸어요. 스토리에 개연성이 전혀 없어서 '잉??'하는 의아함만 잔뜩 느끼고 나왔습니다.,"I couldn't help but leave these messages.I played a room escape game in Daehak-ro and I went there because it was fun. I lost 40,000 won. There's no probability of a story, so I'm like, ""Huh?'I came out feeling a lot of wonder."
c712,Alex KIM,5,시설두  쾌적하고 사장님도 친절하세요.,The facilities are also pleasant and the boss is kind.
a16,Alpiner,4,좋아요,Okay.
e97,Amanda013,5,친구랑 쇼핑하고 너무 피곤해서 카페루미에서 뒹굴다 나왔어요~ 힐신어서 다리도 아팠는데 푸우우욱 쉬고 나와서 쇼핑 알차게 또 했다는 ~ ^^,"I went shopping with my friend and I was so tired that I rolled around in the cafe crane. My legs hurt because of the heels, but I rested and did shopping again."
f161,Amanda013,5,친구랑 쇼핑하고 너무 피곤해서 카페루미에서 뒹굴다 나왔어요~ 힐신어서 다리도 아팠는데 푸우우욱 쉬고 나와서 쇼핑 알차게 또 했다는 ~ ^^,"I went shopping with my friend and I was so tired that I rolled around in the cafe crane. My legs hurt because of the heels, but I rested and did shopping again."
e114,An,5,알카트라즈 꿀잼 입니닼ㅋㅋ 친구들이랑 정말 즐겁게 한테마에요! 추추,Alcatraz is so fun! I really enjoyed it with my friends! autumnal autumnal autumnal equinox
f711,Andy,3,4명 1시간 놀면 2만원. 그런데 바닥청소를 안하는지 먼지 덩어리가 구석구석 보임.,"It's 20,000 won per hour for four people. But you can see every nook and cranny of dust since you can't clean the floor."
c1310,Andy,1,작년까지 안그랬는데 만화방 내 냄새 오지게 나구 화장실은 삭힌홍어 500인분 갔다 논  끔찍한 냄새남 도저히 숨쉬고 볼일을 볼수 없을정도ㅡㅡ  주인이 바뀐듯~ 아니면 인생포기했던지   두번다시 안가기로 다짐함~~ ,"I didn't do that until last year, but the smell in the comic book store was terrible. I went to the bathroom for 500 servings of fermented skate, and I couldn't breathe and do my business. I think the owner has changed, or I've given up my life."
b19,Anh Bình,5,도심속 작은여유~,Small relaxation in the city center~
d18,Ashley,5,위게임 처음해봤는데 대박 재미있어요 그리고 인터넷도 되고 노래방도 되고 영화도 보고..친구랑 만나면 맨날 카페갔는데 이번에 다른거 해보자 해서 갔다가 완전 반했음ㅋ 시설도 나쁘지 않고 일단 팝콘 맛나요 ㅋㅋ,"It's my first time playing Wii, and it's really fun. And internet, karaoke, watching movies...When I meet my friend, I always go to a cafe, but I fell in love with him because he wanted to try something else this time. The facilities are not bad and it tastes like popcorn."
f272,Ashley♡,5,최고예요,It's the best.
a24,Auttaa,1,별점 0개가 있다면 0개 주고 싶은 볼링장입니다. 어프로치가 너무 미끄러워서 스텝을 밟아도 무릎 땅에 박기가 5번정도... 볼링공은 왜이리 걸리는지 계속 문의해야 하고 볼링치다가 불은 왜꺼지는지 고쳐주는 사람이 옆에 있어야 할 정도입니다.;;,"If you have 0 stars, this is the bowling alley I want to give you. The approach is so slippery that if you step on it, you'll get five bumps on the knee. The bowling ball needs to be kept asking why it's getting caught, and the person next to it should be there to fix the fire while bowling.;;"
g1612,B,1,직원인지 사장인지 정말 불친절하고 시설도 체인점인거에 비해 깔끔하지 못한 느낌이었어요. 지하라서 그런지...다른곳 이용하는게 나을거 같아요,"It was very unkind whether it was an employee or a CEO, and the facilities were not as clean as they were at a chain store. Maybe it's because it's underground.I think we'd better use it somewhere else."
b1214,B,5,좋아요 ㅎㅎㅎ,Good.
f2010,B,1,너무 시끄럽고 (건물 밖에서 나는 거리 소음이나 복도에서 알바생 대화하는 소리 전부) 장비가 다 구림.. 음식도 뭐딱히 없고 그냥 카페라기보단 공간대여 정도수준 ,"It's too loud and the equipment is all fucked up. There's no food, and it's not just a cafe, it's a space loan."
f1910,B,1,너무 시끄럽고 (건물 밖에서 나는 거리 소음이나 복도에서 알바생 대화하는 소리 전부) 장비가 다 구림.. 음식도 뭐딱히 없고 그냥 카페라기보단 공간대여 정도수준 ,"It's too loud and the equipment is all fucked up. There's no food, and it's not just a cafe, it's a space loan."
f68,BB,1,가격 싸고 시간 무한대라서 자주갔었는데 가면 갈수록 불친절해지고 게임 설명해달라는 말에 짜증내고 소리지르고.... 절대 다신 안갈 보드게임카페. 그렇게 장사하지 마세요. ,"I used to go there often because it was cheap and time limitless, but as time went by, I got more and more unfriendly and I was annoyed and yelled at them to explain the game. I'll never go to a board game cafe again. Don't do business like that."
b512,BOY,5,서대문역이 아니고 독립문역 옆에 있는 공원입니다,"It's not Seodaemun Station, it's a park next to Independence Gate Station."
b612,BOY,5,서대문역이 아니고 독립문역 옆에 있는 공원입니다,"It's not Seodaemun Station, it's a park next to Independence Gate Station."
c169,Ba,1,"아래 댓글들이 일관성있게 직원분들 인성 얘기하는 거 왜 그런지 와보시면 알듯 손님 대하는 태도가 참 .. ㅡㅡ
이것저것 지시하는거 많고 이래라 저래라 요구하는 게 많음 내가 내돈 쓰러왔는데 눈치보게 만드는 곳임
이걸 볼지 안 볼지 모르겠지만 인성 고치세요 놀숲 쌍커풀 부담스러운 남자 직원분 
그리고 책 소장도 별로 없습니다. 다 옛날 책들뿐 블로그에선 왜이렇게 좋게 말하는지 의문. 접기",0
c27,Begbie,1,사장의 무성의한 접객,the president's insincere reception
c179,Begbie,1,책 존1나 없음. 자리는 쾌적,No book at all. a comfortable seat
b10,Benjamin,4,좋아요,Okay.
b15,Benjamin,4,좋아요,Okay.
a87,Benjamin,3,보통이에요,Normal.
b80,Benjamin,4,좋아요,Okay.
b19,Benjamin,5,돗자리 깔고 누우면 천국이 따로없다.,"If you lie down on a mat, it's heaven."
g2313,BlackBean,5,다른곳보다 가격이 쌈 ,The price is higher than anywhere else.
b15,Bon,5,좋은 곳이에요,It's a good place.
f2712,Bonobonoboi,5,"Whether you come here for the hookah or the pizza, you’re gonna have a good time.","When you come here for the hookah or the pizza, you're gonna have a good time."
e38,Brandon Ryu,4,좋아요,Okay.
b24,BrownEyes,4,나쁘지 않아요. 쉬기 딱 좋긴 한데 너무 무난한 공간이라 특별하게 할거리는 없는 것 같아요. 잠깐 들르는 곳이라고 보면 좋을듯,"Not bad. It's perfect for resting, but it's such a simple space that there's nothing special to do. It's a short stop."
e106,CHICHI,1,주인분이 되게 매너없고 재미도 없고~,The owner is very rude and boring.
e96,CHICHI,1,주인분이 되게 매너없고 재미도 없고~,The owner is very rude and boring.
c169,C__b,1,올때마다싸가지없는건 한결같다 알바가바뀌어도 싸가지없는건 전통인듯 ㅋㅋㅋ알바인생.....,"Every time you come, it's always the same. It's tradition to be rude even if part-time jobs change."
e710,Castalia_,1,밑에 전부 알바? 방탈출에 장치라고 할만한게 없고 자물쇠만 여는 구조. 영화 주제긴 하지만 그냥 사진만 갖다 붙임.,"All the part-time? There's no such thing as a room escape device, and it's just a lock. It's a movie theme, but just a picture."
b16,Charlie Jin,5,최고예요,It's the best.
a414,Charming-Park,1,앵간하면 가지마셈 사장성격이상함,"Don't go when you're angry, boss. Unusual personality."
a45,Cheyoung,4,"클럽처럼 신나는 분위기, 농구 다트 오락 등 대기시간 동안 할 재미거리 등 재밌어요~ 6라인만 있어서 사람 많으면 대기시간이 깁니다.","It's fun to have fun while waiting like a club. It's fun to play basketball, darts, and games. There's only 6 lines, so if there's a lot of people, there's a long waiting time."
b20,Choi Dong Sik,4,좋아요,Okay.
b10,Chris,5,최고예요,It's the best.
g17,Circleframe,1,주변에 자주 놀러 가는데 요긴 별로였음..,"I often go out to play around, but I didn't like it here."
